2017:11:07,20:55:07,7312.28,0.05639477
2017:11:07,20:55:07,7311.78,0.26222133
2017:11:07,20:55:07,7311.78,0.01340000
2017:11:07,20:55:05,7311.78,0.06275353
2017:11:07,20:55:04,7311.78,0.00351136
2017:11:07,20:55:54,7310.60,0.19033838
2017:11:07,20:55:54,7312.28,0.08600000
2017:11:07,20:55:07,7311.78,0.05639477
2017:11:07,20:55:07,7311.78,0.26222133
2017:11:07,20:55:07,7311.78,0.01340000
2017:11:07,20:55:05,7311.78,0.06275353
2017:11:07,20:56:19,7311.64,0.00128654
2017:11:07,20:56:18,7311.64,0.12037740
2017:11:07,20:56:09,7310.60,0.01663698
2017:11:07,20:55:54,7312.28,0.19033838
2017:11:07,20:55:54,7311.78,0.08600000
2017:11:07,20:55:07,7311.78,0.05639477
2017:11:07,20:55:07,7311.78,0.26222133
2017:11:07,20:55:07,7311.78,0.01340000
2017:11:07,20:57:48,7311.63,0.17665700
2017:11:07,20:57:44,7311.63,0.14396300
2017:11:07,20:57:42,7311.63,0.04876300
2017:11:07,20:57:34,7311.63,0.05710000
2017:11:07,20:58:13,7315.30,0.01385676
2017:11:07,20:58:09,7315.29,1.87486751
2017:11:07,20:57:57,7315.04,0.21500000
2017:11:07,20:57:55,7313.47,0.04206718
2017:11:07,20:57:53,7313.47,0.04693282
2017:11:07,20:57:53,7312.14,0.17200000
2017:11:07,20:57:53,7311.64,0.08307648
2017:11:07,20:57:49,7311.63,0.63227982
2017:11:07,20:57:48,7311.63,0.17665700
2017:11:07,20:57:44,7311.63,0.14396300
2017:11:07,20:57:42,7311.63,0.04876300
2017:11:07,20:57:34,7311.63,0.05710000
2017:11:07,20:58:58,7315.30,0.04453260
2017:11:07,20:58:34,7315.29,0.01403992
2017:11:07,20:58:33,7315.29,0.01242615
2017:11:07,20:59:27,7315.63,0.02078553
2017:11:07,20:59:24,7315.63,0.00450033
2017:11:07,20:59:24,7315.63,0.10706975
2017:11:07,20:59:24,7315.63,1.39441959
2017:11:07,20:59:15,7315.30,0.04306420
2017:11:07,20:59:00,7315.30,0.02003912
2017:11:07,20:58:58,7315.30,0.04453260
2017:11:07,20:58:34,7315.29,0.01403992
2017:11:07,20:58:33,7315.29,0.01242615
2017:11:07,21:00:05,7317.12,0.53728075
2017:11:07,20:59:49,7315.63,0.01367331
2017:11:07,20:59:49,7315.63,1.26388198
2017:11:07,20:59:48,7315.63,0.01691066
2017:11:07,20:59:27,7315.63,0.02078553
2017:11:07,20:59:24,7315.63,0.00450033
2017:11:07,20:59:24,7315.63,0.10706975
2017:11:07,20:59:24,7315.63,1.39441959
2017:11:07,20:59:15,7315.30,0.04306420
2017:11:07,20:59:00,7315.30,0.02003912
2017:11:07,20:58:58,7315.30,0.04453260
2017:11:07,20:58:34,7315.29,0.01403992
2017:11:07,20:58:33,7315.29,0.01242615
2017:11:07,21:00:40,7313.64,0.17469683
2017:11:07,21:00:39,7313.64,0.17315383
2017:11:07,21:00:39,7320.00,0.17402232
2017:11:07,21:00:39,7319.78,0.00200618
2017:11:07,21:00:39,7319.77,0.02074390
2017:11:07,21:01:16,7327.99,0.08093764
2017:11:07,21:01:14,7327.82,0.01689677
2017:11:07,21:01:00,7327.82,0.93526601
2017:11:07,21:01:00,7326.27,0.70145218
2017:11:07,21:01:00,7324.44,0.01649782
2017:11:07,21:01:00,7322.61,0.01800000
2017:11:07,21:00:59,7320.78,0.01700000
2017:11:07,21:00:59,7320.07,0.01500000
2017:11:07,21:00:59,7320.00,0.01700000
2017:11:07,21:00:58,7320.00,0.00411576
2017:11:07,21:00:58,7318.88,0.13079588
2017:11:07,21:00:58,7318.87,0.21607467
2017:11:07,21:00:57,7315.74,0.00100000
2017:11:07,21:00:53,7315.74,0.18065674
2017:11:07,21:00:51,7315.74,0.88722455
2017:11:07,21:00:45,7313.64,0.01825089
2017:11:07,21:00:45,7313.64,0.12385424
2017:11:07,21:00:44,7320.00,0.34301034
2017:11:07,21:00:40,7319.78,0.17469683
2017:11:07,21:00:39,7319.77,0.17315383
2017:11:07,21:02:07,7329.78,0.01252015
2017:11:07,21:02:07,7329.01,0.10000000
2017:11:07,21:02:07,7328.88,0.08000000
2017:11:07,21:02:07,7328.88,0.00130330
2017:11:07,21:02:05,7324.83,0.11416233
2017:11:07,21:02:04,7324.83,1.76334300
2017:11:07,21:02:03,7324.83,0.32112016
2017:11:07,21:02:02,7328.67,0.08981222
2017:11:07,21:02:02,7328.67,0.01731704
2017:11:07,21:02:00,7328.67,0.14068035
2017:11:07,21:01:59,7328.67,0.15800000
2017:11:07,21:01:59,7328.67,0.12716862
2017:11:07,21:01:58,7328.38,1.60200000
2017:11:07,21:01:58,7328.07,0.36851818
2017:11:07,21:01:58,7324.82,0.00481921
2017:11:07,21:01:58,7318.67,0.29110530
2017:11:07,21:01:57,7318.67,0.04820168
2017:11:07,21:01:56,7328.07,0.05179832
2017:11:07,21:01:50,7326.24,0.02350534
2017:11:07,21:01:47,7327.99,0.01418079
2017:11:07,21:01:47,7327.82,0.00110323
2017:11:07,21:01:40,7327.82,0.12903450
2017:11:07,21:01:16,7326.27,0.08093764
2017:11:07,21:01:14,7324.44,0.01689677
2017:11:07,21:01:00,7322.61,0.93526601
2017:11:07,21:01:00,7320.78,0.70145218
2017:11:07,21:01:00,7320.07,0.01649782
2017:11:07,21:01:00,7320.00,0.01800000
2017:11:07,21:00:59,7320.00,0.01700000
2017:11:07,21:00:59,7318.88,0.01500000
2017:11:07,21:00:59,7318.87,0.01700000
2017:11:07,21:00:58,7315.74,0.00411576
2017:11:07,21:00:58,7315.74,0.13079588
2017:11:07,21:00:58,7315.74,0.21607467
2017:11:07,21:00:57,7313.64,0.00100000
2017:11:07,21:00:53,7313.64,0.18065674
2017:11:07,21:00:51,7320.00,0.88722455
2017:11:07,21:00:45,7319.78,0.01825089
2017:11:07,21:00:45,7319.77,0.12385424
2017:11:07,21:02:47,7337.00,0.82665871
2017:11:07,21:02:46,7337.00,0.15167535
2017:11:07,21:02:44,7337.00,1.39579408
2017:11:07,21:02:43,7335.43,0.00108925
2017:11:07,21:02:43,7335.00,0.04000000
2017:11:07,21:02:35,7329.78,0.01715197
2017:11:07,21:02:34,7329.77,0.19457611
2017:11:07,21:02:34,7329.77,0.06513566
2017:11:07,21:02:31,7329.77,0.01231000
2017:11:07,21:02:29,7329.77,0.13365204
2017:11:07,21:02:28,7329.76,0.55219981
2017:11:07,21:02:28,7329.76,1.77000000
2017:11:07,21:02:27,7329.76,0.10437900
2017:11:07,21:02:27,7329.76,0.04644181
2017:11:07,21:02:27,7329.76,0.09978875
2017:11:07,21:02:27,7334.08,0.04949822
2017:11:07,21:02:26,7333.77,0.02998200
2017:11:07,21:02:24,7329.74,2.26518458
2017:11:07,21:02:24,7324.82,0.15000000
2017:11:07,21:02:22,7329.90,0.14791900
2017:11:07,21:02:16,7329.90,0.04698851
2017:11:07,21:02:16,7329.78,0.02319810
2017:11:07,21:03:38,7345.52,0.12668122
2017:11:07,21:03:38,7345.52,0.16185100
2017:11:07,21:03:37,7345.52,0.11166271
2017:11:07,21:03:37,7345.52,0.24324078
2017:11:07,21:03:37,7345.52,0.19974496
2017:11:07,21:03:37,7345.52,0.06635577
2017:11:07,21:03:31,7345.52,0.18500072
2017:11:07,21:03:29,7346.97,0.05596787
2017:11:07,21:03:26,7347.91,0.03604068
2017:11:07,21:03:25,7347.91,0.18920000
2017:11:07,21:03:25,7347.90,8.86850000
2017:11:07,21:03:24,7347.90,8.89474021
2017:11:07,21:03:24,7347.72,0.15000000
2017:11:07,21:03:24,7346.97,3.31525979
2017:11:07,21:03:23,7346.97,0.60637673
2017:11:07,21:03:22,7346.97,0.08369251
2017:11:07,21:03:21,7347.70,0.02319994
2017:11:07,21:03:21,7347.70,0.59861681
2017:11:07,21:03:21,7347.28,0.24053702
2017:11:07,21:03:21,7347.27,0.24562216
2017:11:07,21:03:21,7347.03,0.00860678
2017:11:07,21:03:19,7346.98,0.00509732
2017:11:07,21:03:19,7346.85,0.00106683
2017:11:07,21:03:19,7346.85,0.00415129
2017:11:07,21:03:18,7346.85,0.02000000
2017:11:07,21:03:18,7346.85,0.15107778
2017:11:07,21:03:15,7345.55,0.06125200
2017:11:07,21:03:15,7345.53,0.12376971
2017:11:07,21:03:13,7345.52,1.66200000
2017:11:07,21:03:12,7345.00,0.01000000
2017:11:07,21:03:12,7345.00,10.00000000
2017:11:07,21:03:12,7345.00,0.48332270
2017:11:07,21:03:12,7344.87,0.00108776
2017:11:07,21:03:10,7343.95,5.90395176
2017:11:07,21:03:05,7339.68,0.06247106
2017:11:07,21:03:04,7339.68,0.15163114
2017:11:07,21:03:03,7339.68,9.03357718
2017:11:07,21:03:03,7342.78,0.71795000
2017:11:07,21:03:02,7342.78,0.00106682
2017:11:07,21:03:01,7342.78,0.16663947
2017:11:07,21:03:01,7342.78,0.32342214
2017:11:07,21:03:00,7342.00,0.19636100
2017:11:07,21:03:00,7340.63,0.04742121
2017:11:07,21:03:00,7339.78,0.72988972
2017:11:07,21:03:00,7339.68,0.00165807
2017:11:07,21:02:59,7339.01,0.01023684
2017:11:07,21:02:59,7338.00,0.25391388
2017:11:07,21:02:58,7335.44,0.21751440
2017:11:07,21:02:58,7337.00,0.10000000
2017:11:07,21:02:57,7337.00,0.00106681
2017:11:07,21:02:57,7337.00,5.00000000
2017:11:07,21:02:55,7335.43,1.36160000
2017:11:07,21:02:54,7335.00,0.10000000
2017:11:07,21:02:53,7329.78,0.03446883
2017:11:07,21:02:49,7329.77,0.15175556
2017:11:07,21:02:48,7329.77,1.77000000
2017:11:07,21:02:47,7329.77,0.82665871
2017:11:07,21:02:46,7329.77,0.15167535
2017:11:07,21:02:44,7329.76,1.39579408
2017:11:07,21:02:43,7329.76,0.00108925
2017:11:07,21:02:43,7329.76,0.04000000
2017:11:07,21:02:35,7329.76,0.01715197
2017:11:07,21:02:34,7329.76,0.19457611
2017:11:07,21:02:34,7334.08,0.06513566
2017:11:07,21:02:31,7333.77,0.01231000
2017:11:07,21:02:29,7329.74,0.13365204
2017:11:07,21:02:28,7324.82,0.55219981
2017:11:07,21:02:28,7329.90,1.77000000
2017:11:07,21:02:27,7329.90,0.10437900
2017:11:07,21:02:27,7329.78,0.04644181
2017:11:07,21:42:38,7349.64,0.71795000
2017:11:07,21:42:38,7349.64,0.16306392
2017:11:07,21:43:09,7368.24,0.14600000
2017:11:07,21:43:08,7360.08,0.01245480
2017:11:07,21:43:06,7359.93,0.26732222
2017:11:07,21:43:05,7359.93,0.02385406
2017:11:07,21:43:04,7359.93,0.11902287
2017:11:07,21:42:57,7359.90,0.00474537
2017:11:07,21:42:56,7349.64,1.61136863
2017:11:07,21:42:56,7349.64,0.00095400
2017:11:07,21:43:56,7355.53,0.00560680
2017:11:07,21:43:56,7360.05,0.00095400
2017:11:07,21:43:36,7358.73,0.39699346
2017:11:07,21:43:36,7360.06,1.45930854
2017:11:07,21:43:35,7360.06,0.39564951
2017:11:07,21:43:29,7368.24,2.10435049
2017:11:07,21:43:27,7360.08,0.00320000
2017:11:07,21:43:26,7359.93,0.00143100
2017:11:07,21:43:09,7359.93,0.14600000
2017:11:07,21:43:08,7359.93,0.01245480
2017:11:07,21:43:06,7359.90,0.26732222
2017:11:07,21:43:05,7349.64,0.02385406
2017:11:07,21:43:04,7349.64,0.11902287
2017:11:07,21:44:27,7352.38,0.63713720
2017:11:07,21:44:25,7351.55,1.83286280
2017:11:07,21:44:24,7359.83,0.03000000
2017:11:07,21:44:54,7358.90,0.01497455
2017:11:07,21:44:46,7349.00,1.20578026
2017:11:07,21:44:46,7352.38,0.10451217
2017:11:07,21:44:46,7351.55,0.25000000
2017:11:07,21:44:46,7359.83,0.51200000
2017:11:07,21:45:21,7355.78,0.00095400
2017:11:07,21:45:16,7358.90,0.05645600
2017:11:07,21:44:54,7349.00,0.01497455
