2,22:40:11,7136.72,1.00000000

0,22:40:11,7136.72,0.00996000
1,22:39:59,7123.19,0.77830000
7,22:39:58,7123.19,1.46494514
:,22:39:58,7136.67,0.00498000
1,22:39:53,7136.67,0.00498000
1,22:39:48,7121.51,1.62417800
:,22:39:48,7120.41,0.00498000
0,22:39:47,7119.91,0.09913628
6,22:39:47,7118.41,0.08800000
2,22:40:47,7136.56,0.13200000

0,22:40:46,7137.87,0.00998000
1,22:40:44,7137.66,0.02547564
7,22:40:43,7137.66,0.01403056
:,22:40:43,7137.62,0.00301000
1,22:40:41,7137.60,0.00499000
1,22:40:39,7137.60,1.81193722
:,22:40:39,7136.77,0.68806000
0,22:40:37,7136.72,0.00499000
6,22:40:31,7136.72,0.00998000
2,22:41:32,7136.58,0.01000000

0,22:41:31,7136.58,0.36759360
1,22:41:28,7136.61,0.00500000
7,22:41:24,7136.61,0.03228078
:,22:41:21,7137.15,0.00500000
1,22:41:19,7138.78,1.81590968
1,22:41:18,7136.56,0.09009340
:,22:41:17,7137.87,0.09100000
0,22:41:17,7137.66,0.11200000
6,22:41:16,7137.66,0.03610838
2,22:42:07,7136.62,0.00999000

0,22:42:02,7136.62,0.06993955
1,22:42:01,7136.56,0.00999000
7,22:42:00,7136.56,0.20000000
:,22:41:56,7136.56,0.01998000
1,22:41:53,7136.56,0.00999000
2,22:42:47,7135.00,0.01000000

0,22:42:47,7135.00,0.04192876
1,22:42:41,7135.00,0.00865153
7,22:42:37,7135.00,0.03128670
:,22:42:36,7135.00,0.01000000
1,22:42:32,7135.00,0.01000000
1,22:42:26,7136.62,0.01000000
:,22:42:21,7136.62,0.01000000
0,22:42:12,7136.62,0.01677805
6,22:42:07,7136.56,0.00999000
2,22:43:22,7135.00,0.01553675

0,22:43:22,7135.00,0.00209115
1,22:43:11,7135.00,0.00500000
7,22:43:06,7135.00,0.01000000
:,22:43:03,7135.00,0.01286194
1,22:43:02,7135.00,0.00500000
1,22:42:58,7135.00,0.02051016
:,22:42:58,7135.00,0.00971847
0,22:42:56,7135.00,0.27124016
6,22:42:56,7135.00,0.00500000
2,22:44:04,7148.99,0.00864212

0,22:43:54,7148.94,0.00865170
1,22:43:41,7135.01,0.00998000
2,22:44:25,7148.99,0.00862564

0,22:44:16,7135.01,0.04793540
1,22:44:14,7148.99,0.00864232
7,22:44:04,7148.94,0.00864212
:,22:43:54,7135.01,0.00865170
2,22:45:06,7148.90,0.00499000

0,22:44:55,7148.89,0.65101624
1,22:44:52,7148.99,0.00499000
7,22:44:41,7135.01,0.00862597
:,22:44:25,7148.99,0.00862564
1,22:44:16,7148.94,0.04793540
1,22:44:14,7135.01,0.00864232
2,22:45:17,7148.89,0.00498000

2,22:46:11,7148.89,0.03565927

0,22:45:17,7148.89,0.00498000
2,22:46:38,7149.99,0.02260420

0,22:46:38,7149.00,0.21409326
1,22:46:38,7148.89,0.25950674
7,22:46:11,7148.89,0.03565927
2,22:47:12,7149.99,0.00496000

0,22:47:06,7149.98,0.09474967
1,22:47:02,7149.98,0.00496000
2,22:47:47,7149.99,2.40524299

0,22:47:12,7149.99,0.00496000
1,22:47:06,7149.98,0.09474967
7,22:47:02,7149.98,0.00496000
2,22:47:47,7149.99,2.40524299

0,22:47:12,7149.99,0.00496000
1,22:47:06,7149.98,0.09474967
7,22:47:02,7149.98,0.00496000
2,22:48:51,7149.99,0.01000000

0,22:48:50,7149.99,0.19199894
1,22:48:50,7149.98,0.03649105
7,22:48:47,7149.98,0.01000000
:,22:48:46,7149.99,1.55098448
1,22:48:43,7149.98,0.65776059
2,22:49:29,7149.98,0.36859421

0,22:49:16,7149.79,0.14125480
1,22:49:14,7149.99,1.63029074
7,22:49:14,7149.99,1.69555300
:,22:49:14,7149.99,0.69305000
1,22:49:13,7149.99,0.63900000
1,22:49:13,7149.98,0.17400000
:,22:49:12,7149.98,0.65900000
0,22:49:12,7149.99,0.00605626
6,22:49:11,7149.98,0.69305000
2,22:50:04,7149.88,0.68798859

0,22:49:59,7149.98,0.50000000
1,22:49:59,7149.98,0.17102349
7,22:49:51,7149.79,0.01999998
:,22:49:51,7149.99,0.31866460
1,22:49:50,7149.99,1.39470000
1,22:49:29,7149.99,0.36859421
:,22:49:16,7149.99,0.14125480
0,22:49:14,7149.98,1.63029074
6,22:49:14,7149.98,1.69555300
2,22:51:00,7149.99,0.10000000

0,22:50:57,7149.99,0.82834172
1,22:50:57,7149.98,0.25504334
2,22:51:44,7149.99,0.01999998

0,22:51:40,7149.99,0.50000000
1,22:51:29,7149.99,0.01211764
7,22:51:28,7149.99,0.34423080
:,22:51:28,7149.99,0.31396967
1,22:51:00,7149.99,0.10000000
1,22:50:57,7149.98,0.82834172
2,22:52:11,7149.99,1.00000000

0,22:52:03,7149.99,0.48080000
1,22:51:58,7149.99,0.00861122
7,22:51:57,7149.99,2.50000000
2,22:52:50,7149.99,0.00859219

0,22:52:50,7149.99,0.40803770
1,22:52:50,7149.99,0.06991736
7,22:52:48,7149.99,1.99110651
:,22:52:40,7149.99,2.31000000
1,22:52:37,7149.98,2.49999405
1,22:52:20,7149.99,0.00861151
:,22:52:11,7149.99,1.00000000
0,22:52:03,7149.99,0.48080000
6,22:51:58,7149.99,0.00861122
2,22:53:31,7159.00,0.01999998

0,22:53:29,7158.99,1.13994064
1,22:53:28,7158.99,0.04846098
7,22:53:10,7156.14,0.03100000
:,22:53:08,7155.00,2.20313189
1,22:53:08,7153.81,0.01475121
1,22:53:08,7153.64,0.00111690
:,22:53:08,7151.49,0.10000000
0,22:53:07,7150.60,0.17400000
6,22:53:07,7149.99,0.00700000
2,22:53:40,7158.99,2.32525043

2,22:54:12,7160.00,0.09058240

0,22:54:09,7160.00,0.00428211
1,22:54:09,7160.00,0.00610002
7,22:54:09,7160.00,0.01889998
:,22:54:09,7159.70,0.00110000
1,22:54:08,7159.00,0.08000002
1,22:53:40,7158.99,2.32525043
2,22:55:11,7172.00,0.01999998

0,22:55:11,7172.00,0.01000000
1,22:55:10,7172.00,0.19017305
7,22:55:10,7172.00,0.53196954
:,22:55:10,7172.00,0.01140000
1,22:55:10,7172.00,0.10867217
1,22:55:07,7172.00,0.00243741
:,22:55:07,7172.00,0.01999998
0,22:55:04,7172.00,0.00356800
6,22:55:01,7172.00,0.18000002
2,22:55:54,7186.00,0.45225223

0,22:55:54,7186.00,0.02500000
1,22:55:54,7185.39,0.10000000
7,22:55:54,7185.06,0.14772277
:,22:55:54,7185.06,0.35227723
1,22:55:54,7185.00,0.99328486
1,22:55:53,7185.00,0.00671514
:,22:55:53,7184.31,0.00108634
0,22:55:53,7184.08,0.00111219
6,22:55:53,7184.00,0.02108633
2,22:56:45,7189.99,0.25393923

0,22:56:44,7197.00,0.20859603
1,22:56:42,7197.00,0.06339468
7,22:56:42,7196.99,0.34492565
:,22:56:41,7196.93,0.02000000
1,22:56:41,7196.93,0.69305000
1,22:56:41,7196.00,0.46273639
:,22:56:41,7194.98,0.02500000
0,22:56:40,7194.97,0.07000000
6,22:56:39,7194.29,0.00404778
2,18:52:53,7083.87,0.28494907

0,18:52:53,7092.82,0.01639484
1,18:52:45,7092.83,0.14400000
7,18:52:42,7092.83,0.10302686
:,18:52:42,7092.81,0.01001340
1,18:52:41,7083.81,0.27200000
1,18:52:41,7140.00,0.55400000
:,18:52:41,7140.00,0.37400000
0,18:52:40,7140.00,0.08353875
7,18:52:40,7140.00,0.19600754
2,18:53:26,7094.61,0.00495000

0,18:53:23,7094.71,0.12791683
1,18:53:23,7094.82,0.11304026
7,18:53:23,7094.82,0.05458893
:,18:53:20,7083.87,0.00495000
1,18:53:13,7092.82,0.14339784
1,18:53:11,7092.83,0.00990000
:,18:53:06,7092.83,0.00495000
0,18:52:53,7092.81,0.28494907
7,18:52:53,7083.81,0.01639484
2,18:53:59,7094.61,0.14656731

0,18:53:56,7094.61,0.18146220
1,18:53:35,7094.61,0.00198000
7,18:53:31,7094.71,0.23063445
:,18:53:30,7094.82,0.00202012
1,18:53:26,7094.82,0.00495000
1,18:53:23,7083.87,0.12791683
:,18:53:23,7092.82,0.11304026
0,18:53:23,7092.83,0.05458893
7,18:53:20,7092.83,0.00495000
2,18:54:35,7093.88,0.06155953

2,18:55:05,7093.65,0.16545470

0,18:55:05,7093.77,0.16500000
1,18:54:52,7085.03,0.04256283
7,18:54:43,7093.88,0.21289714
2,18:55:37,7093.00,0.00197018

0,18:55:29,7093.44,0.05597278
1,18:55:29,7093.65,0.02300000
7,18:55:29,7093.65,0.71795000
:,18:55:29,7093.65,0.11444047
1,18:55:28,7093.77,0.13943600
1,18:55:28,7085.03,0.00491894
:,18:55:22,7093.88,0.00491894
2,18:56:15,7091.94,0.07721935

0,18:56:15,7093.00,0.06000000
1,18:56:13,7093.00,0.00990177
2,18:56:42,7091.93,0.01580359

0,18:56:41,7091.94,0.02400000
1,18:56:15,7093.00,0.07721935
7,18:56:15,7093.00,0.06000000
2,18:57:17,7091.09,0.01944417

0,18:57:17,7091.09,0.01200000
1,18:57:15,7091.93,0.01000000
7,18:56:52,7091.94,0.04484730
:,18:56:42,7093.00,0.01580359
1,18:56:41,7093.00,0.02400000
2,18:57:32,7092.57,0.56282092

2,18:58:12,7092.85,0.00870000

0,18:58:05,7092.85,0.03195200
1,18:58:03,7092.85,0.00190000
7,18:57:56,7092.85,0.03918098
:,18:57:52,7092.85,0.05160653
1,18:57:32,7092.57,0.56282092
2,18:58:48,7084.00,0.00992000

0,18:58:43,7084.00,0.00992000
1,18:58:38,7084.00,0.00992000
7,18:58:37,7084.00,0.17528765
:,18:58:37,7084.00,0.05208000
1,18:58:33,7084.00,0.00992000
1,18:58:24,7092.85,0.02220000
:,18:58:12,7092.85,0.00870000
0,18:58:05,7092.85,0.03195200
7,18:58:03,7092.85,0.00190000
2,18:59:23,7084.00,0.01984000

0,18:59:23,7084.00,0.00400428
1,18:59:18,7084.00,0.00992000
7,18:59:15,7084.00,0.17364610
:,18:59:15,7084.00,0.34351123
1,18:59:14,7084.00,0.00992000
1,18:59:12,7084.00,0.03238081
:,18:59:08,7084.00,0.00518796
0,18:59:08,7084.00,0.04652777
7,18:59:06,7084.00,0.07897575
2,18:59:58,7116.70,0.00992000

0,18:59:57,7116.90,0.04453304
1,18:59:53,7095.50,0.00992000
7,18:59:48,7094.47,0.01984000
:,18:59:43,7090.03,0.00992000
1,18:59:41,7087.14,0.51456098
1,18:59:41,7087.14,0.00208000
:,18:59:39,7086.51,0.00992000
0,18:59:33,7084.00,0.00992000
7,18:59:29,7084.00,0.05888129
2,19:00:37,7109.07,0.02676899

0,19:00:29,7116.70,0.03237910
1,19:00:27,7116.90,0.02090851
7,19:00:14,7095.50,0.00992000
:,19:00:10,7094.47,0.00992000
1,19:00:05,7090.03,0.01984000
1,18:59:58,7087.14,0.00992000
:,18:59:57,7087.14,0.04453304
0,18:59:53,7086.51,0.00992000
7,18:59:48,7084.00,0.01984000
2,19:01:07,7108.86,0.02396200

2,19:01:07,7108.86,0.02396200

2,19:02:10,7105.94,0.00277602

0,19:02:09,7105.94,0.00991000
1,19:02:06,7108.86,0.66685336
2,19:02:41,7105.42,0.01978000

0,19:02:36,7103.93,0.13033839
1,19:02:36,7094.63,0.10120000
7,19:02:36,7094.63,0.02623827
:,19:02:35,7085.00,0.00989000
1,19:02:34,7092.01,0.45086932
1,19:02:34,7092.01,0.71795000
:,19:02:34,7103.93,0.10000000
2,19:03:10,7094.83,0.00989000

0,19:03:07,7094.83,1.38902000
1,19:03:06,7094.83,0.02344644
7,19:03:05,7094.01,0.01110843
:,19:03:05,7092.01,0.00989000
1,19:02:59,7092.01,0.00989000
1,19:02:56,7092.01,0.00989000
:,19:02:49,7092.01,0.00989000
0,19:02:48,7092.01,0.15240589
7,19:02:48,7105.42,0.34734993
2,19:03:53,7097.03,0.79023755

0,19:03:52,7097.13,0.17466083
1,19:03:51,7097.13,0.00989000
7,19:03:44,7099.03,1.40733085
:,19:03:43,7094.83,0.01978000
1,19:03:39,7093.96,0.00989000
1,19:03:38,7093.46,0.01186357
:,19:03:37,7094.83,0.00989000
0,19:03:33,7094.83,0.00989000
7,19:03:29,7094.83,0.00989000
2,19:04:26,7098.08,0.00884231

0,19:04:24,7098.08,0.00989000
1,19:04:19,7098.08,0.00989000
7,19:04:15,7096.91,0.41463224
:,19:04:15,7096.91,0.01978000
1,19:04:14,7096.91,0.09541846
1,19:04:13,7097.03,0.10000000
:,19:04:08,7097.03,0.01636776
0,19:04:04,7097.03,0.01978000
2,19:05:01,7106.93,0.08200000

0,19:05:00,7105.16,0.01192210
1,19:05:00,7105.16,0.06507790
7,19:04:57,7103.39,0.06507790
:,19:04:55,7103.39,0.00477441
1,19:04:51,7103.39,0.01978000
1,19:04:39,7103.39,0.00036769
:,19:04:39,7101.62,0.01941231
0,19:04:38,7101.62,0.07058769
7,19:04:38,7099.85,0.09800000
2,19:05:39,7113.93,0.00991000

0,19:05:34,7114.77,0.00991000
1,19:05:29,7115.00,0.00991000
7,19:05:29,7108.70,0.08143623
:,19:05:24,7108.15,0.01982000
1,19:05:20,7108.15,0.00991000
1,19:05:14,7106.93,0.00989000
:,19:05:13,7105.16,0.01468380
0,19:05:09,7105.16,0.01981000
7,19:05:08,7103.39,1.56500000
2,19:06:14,7112.73,0.00991000

0,19:06:09,7112.73,0.00991000
1,19:06:09,7112.84,1.40424620
