2017:11:10,09:21:52,6819.99,0.00419737,0
2017:11:10,09:21:50,6819.99,0.00023846,0
2017:11:10,09:21:50,6816.26,0.01302327,0
2017:11:10,09:21:49,6819.99,0.01500000,0
2017:11:10,09:21:49,6819.99,0.14191476,0
2017:11:10,09:21:49,6819.99,0.17351681,0
2017:11:10,09:21:48,6819.99,0.04164500,0
2017:11:10,09:21:47,6816.26,0.02220000,0
2017:11:10,09:21:45,6816.26,0.00511916,0
2017:11:10,09:21:44,6820.00,0.00293255,0
2017:11:10,09:21:41,6816.26,0.19530928,0
2017:11:10,09:21:40,6816.26,0.01594007,0
2017:11:10,09:21:40,6816.26,0.38861039,0
2017:11:10,09:21:36,6816.26,0.06834600,0
2017:11:10,09:21:36,6816.26,0.07324007,0
2017:11:10,09:21:36,6816.26,0.01300000,0
2017:11:10,09:21:34,6816.26,1.08156246,0
2017:11:10,09:21:34,6816.26,0.11417270,0
2017:11:10,09:21:33,6819.99,0.07464979,0
2017:11:10,09:21:33,6819.99,0.03911628,0
2017:11:10,09:21:33,6818.73,0.16418686,0
2017:11:10,09:21:26,6819.99,0.08578618,0
2017:11:10,09:21:26,6819.99,0.08260166,0
2017:11:10,09:21:26,6819.99,0.01263744,0
2017:11:10,09:22:41,6814.56,1.66500000,1
2017:11:10,09:22:40,6814.06,0.10152150,1
2017:11:10,09:22:40,6814.06,0.01488894,1
2017:11:10,09:22:39,6820.00,0.26126853,1
2017:11:10,09:22:39,6820.00,0.50000000,1
2017:11:10,09:22:38,6820.00,0.02142403,1
2017:11:10,09:22:38,6818.42,0.12922961,1
2017:11:10,09:22:38,6818.42,0.00271096,1
2017:11:10,09:22:37,6818.42,0.07313049,1
2017:11:10,09:22:36,6819.99,0.01466275,1
2017:11:10,09:22:33,6819.99,0.21889707,1
2017:11:10,09:22:33,6819.99,0.00810000,1
2017:11:10,09:22:31,6819.99,0.00180000,1
2017:11:10,09:22:30,6819.99,0.02010000,1
2017:11:10,09:22:30,6819.39,0.01000000,1
2017:11:10,09:22:29,6819.39,0.00438079,1
2017:11:10,09:22:28,6814.56,0.36565596,1
2017:11:10,09:22:27,6814.56,0.01642748,1
2017:11:10,09:22:27,6820.00,0.00600000,1
2017:11:10,09:22:26,6819.89,0.01120000,1
2017:11:10,09:22:26,6819.89,0.03000000,1
2017:11:10,09:22:25,6819.89,1.00000000,1
2017:11:10,09:22:25,6819.89,0.97000000,1
2017:11:10,09:22:25,6814.71,0.58605371,1
2017:11:10,09:22:22,6814.71,0.17868788,1
2017:11:10,09:22:22,6816.25,0.00639836,1
2017:11:10,09:22:17,6820.00,0.02909721,1
2017:11:10,09:22:16,6820.00,1.13023942,1
2017:11:10,09:22:16,6816.25,1.36976058,1
2017:11:10,09:22:16,6820.00,0.07315642,1
2017:11:10,09:22:14,6819.99,0.02000000,1
2017:11:10,09:22:13,6819.99,0.02677039,1
2017:11:10,09:22:08,6816.26,0.00258300,1
2017:11:10,09:22:07,6819.99,0.05180055,1
2017:11:10,09:22:07,6819.99,0.00208900,1
